date,day_of_week,student_id,department,semester,fingerprint_id,fingerprint_confidence,status,entry_time,exit_time,duration_hours,is_late,is_early_leave,pir_motion,ultrasonic_cm,accel_magnitude,activity_at_entry,zone
2026-01-26,Monday,STU-012,CSE,5,12,239,present,09:20:00,15:21:00,6.02,0,0,1,76.2,0.984,walking,classroom_B
2026-01-26,Monday,STU-013,CSE,3,13,216,present,09:28:00,15:09:00,5.68,0,0,1,73.0,1.492,walking,classroom_A
2026-01-26,Monday,STU-014,BBA,6,14,224,present,09:20:00,15:48:00,6.47,0,0,1,57.0,1.582,walking,classroom_B
2026-01-26,Monday,STU-015,EEE,3,15,226,present,10:55:00,17:37:00,6.7,1,0,1,73.2,1.391,walking,lab
2026-01-26,Monday,STU-016,CSE,6,16,259,present,10:48:00,17:23:00,6.58,1,0,1,49.9,0.568,walking,classroom_B
2026-01-26,Monday,STU-017,CSE,2,17,283,present,09:08:00,17:58:00,8.83,0,0,1,67.4,0.355,standing,classroom_A
2026-01-26,Monday,STU-018,BBA,2,18,247,present,08:09:00,16:36:00,8.45,0,0,1,29.4,0.682,walking,entrance
2026-01-26,Monday,STU-019,EEE,6,19,254,present,09:07:00,16:32:00,7.42,0,0,1,57.3,0.977,walking,lab
2026-01-26,Monday,STU-020,CSE,5,20,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-26,Monday,STU-021,CSE,8,21,264,present,09:16:00,16:57:00,7.68,1,0,1,24.9,1.069,walking,entrance
2026-01-26,Monday,STU-022,CSE,2,22,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-26,Monday,STU-023,BBA,2,23,298,present,09:21:00,16:16:00,6.92,1,0,1,38.2,1.325,walking,classroom_B
2026-01-26,Monday,STU-024,CSE,5,24,251,present,10:00:00,16:52:00,6.87,1,0,1,40.8,1.719,walking,entrance
2026-01-26,Monday,STU-025,CSE,6,25,260,present,08:27:00,15:46:00,7.32,0,0,1,64.9,0.651,walking,lab
2026-01-26,Monday,STU-026,CSE,4,26,257,present,09:27:00,17:26:00,7.98,0,0,1,32.6,1.579,walking,entrance
2026-01-26,Monday,STU-027,CSE,1,27,254,present,09:31:00,16:21:00,6.83,1,0,1,33.5,1.329,walking,lab
2026-01-26,Monday,STU-028,CSE,5,28,242,present,08:18:00,15:09:00,6.85,0,0,1,78.6,1.152,walking,lab
2026-01-26,Monday,STU-029,CSE,4,29,281,present,09:06:00,16:36:00,7.5,0,0,1,77.7,1.642,walking,entrance
2026-01-26,Monday,STU-030,CSE,7,30,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-26,Monday,STU-031,EEE,8,31,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-26,Monday,STU-032,EEE,3,32,258,present,10:18:00,16:42:00,6.4,1,0,1,51.5,0.386,standing,entrance
2026-01-26,Monday,STU-033,EEE,6,33,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-26,Monday,STU-034,CSE,5,34,216,present,10:30:00,16:57:00,6.45,1,0,1,71.9,1.606,walking,classroom_B
2026-01-26,Monday,STU-035,CSE,3,35,225,present,09:18:00,17:43:00,8.42,0,0,1,47.5,0.311,standing,classroom_A
2026-01-26,Monday,STU-036,CSE,4,36,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-26,Monday,STU-037,CSE,8,37,282,present,09:14:00,15:47:00,6.55,0,0,1,25.5,1.621,walking,lab
2026-01-26,Monday,STU-038,BBA,5,38,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-26,Monday,STU-039,CSE,4,39,249,present,08:13:00,17:46:00,9.55,0,0,1,45.9,1.666,walking,classroom_A
2026-01-26,Monday,STU-040,EEE,1,40,268,present,08:07:00,15:17:00,7.17,0,0,1,73.0,0.738,walking,entrance
2026-01-26,Monday,STU-041,CSE,1,41,209,present,09:13:00,17:07:00,7.9,0,0,1,79.7,1.433,walking,classroom_B
2026-01-26,Monday,STU-042,EEE,7,42,251,present,08:14:00,14:24:00,6.17,0,1,1,40.6,1.584,walking,lab
2026-01-26,Monday,STU-043,EEE,2,43,210,present,08:10:00,16:31:00,8.35,0,0,1,47.7,1.123,walking,classroom_A
2026-01-26,Monday,STU-044,CSE,6,44,237,present,09:26:00,15:38:00,6.2,0,0,1,26.0,0.486,standing,lab
2026-01-26,Monday,STU-045,CSE,8,45,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-26,Monday,STU-046,BBA,8,46,289,present,08:06:00,17:34:00,9.47,0,0,1,33.0,0.372,standing,entrance
2026-01-26,Monday,STU-047,CSE,5,47,230,present,09:03:00,15:59:00,6.93,1,0,1,35.0,0.6,walking,entrance
2026-01-26,Monday,STU-048,CSE,4,48,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-26,Monday,STU-049,CSE,5,49,205,present,08:30:00,17:10:00,8.67,0,0,1,63.4,0.924,walking,entrance
2026-01-26,Monday,STU-050,CSE,7,50,213,present,08:29:00,16:07:00,7.63,0,0,1,33.9,0.835,walking,classroom_A
2026-01-27,Tuesday,STU-001,CSE,1,1,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-27,Tuesday,STU-002,EEE,4,2,252,present,09:20:00,15:04:00,5.73,0,0,1,73.1,0.752,walking,lab
2026-01-27,Tuesday,STU-003,CSE,3,3,289,present,08:08:00,17:20:00,9.2,0,0,1,78.9,0.883,walking,classroom_A
2026-01-27,Tuesday,STU-004,CSE,2,4,274,present,09:27:00,15:21:00,5.9,0,0,1,21.1,0.973,walking,classroom_A
2026-01-27,Tuesday,STU-005,CSE,7,5,254,present,09:39:00,15:19:00,5.67,1,0,1,34.2,1.436,walking,entrance
2026-01-27,Tuesday,STU-006,CSE,1,6,276,present,08:12:00,15:15:00,7.05,0,0,1,75.4,1.783,walking,lab
2026-01-27,Tuesday,STU-007,CSE,4,7,296,present,08:16:00,16:41:00,8.42,0,0,1,68.8,0.336,standing,classroom_B
2026-01-27,Tuesday,STU-008,CSE,1,8,248,present,09:51:00,17:14:00,7.38,1,0,1,56.5,1.082,walking,classroom_A
2026-01-27,Tuesday,STU-009,CSE,4,9,216,present,08:30:00,17:09:00,8.65,0,0,1,76.3,0.438,standing,classroom_A
2026-01-27,Tuesday,STU-010,CSE,7,10,231,present,09:05:00,15:27:00,6.37,0,0,1,30.6,0.755,walking,lab
2026-01-27,Tuesday,STU-011,CSE,8,11,260,present,09:02:00,16:25:00,7.38,0,0,1,42.7,0.962,walking,lab
2026-01-27,Tuesday,STU-012,CSE,5,12,238,present,08:24:00,15:48:00,7.4,0,0,1,74.4,1.193,walking,classroom_A
2026-01-27,Tuesday,STU-013,CSE,3,13,242,present,09:14:00,17:38:00,8.4,0,0,1,48.9,0.505,walking,lab
2026-01-27,Tuesday,STU-014,BBA,6,14,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-27,Tuesday,STU-015,EEE,3,15,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-27,Tuesday,STU-016,CSE,6,16,239,present,09:30:00,17:23:00,7.88,0,0,1,43.0,1.262,walking,entrance
2026-01-27,Tuesday,STU-017,CSE,2,17,232,present,09:29:00,15:48:00,6.32,0,0,1,46.2,1.457,walking,classroom_B
2026-01-27,Tuesday,STU-018,BBA,2,18,261,present,08:20:00,16:47:00,8.45,0,0,1,34.8,0.352,standing,classroom_B
2026-01-27,Tuesday,STU-019,EEE,6,19,277,present,08:08:00,17:09:00,9.02,0,0,1,35.3,1.168,walking,classroom_A
2026-01-27,Tuesday,STU-020,CSE,5,20,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-27,Tuesday,STU-021,CSE,8,21,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-27,Tuesday,STU-022,CSE,2,22,264,present,08:28:00,16:16:00,7.8,0,0,1,61.5,1.752,walking,lab
2026-01-27,Tuesday,STU-023,BBA,2,23,295,present,08:03:00,16:52:00,8.82,0,0,1,28.6,0.614,walking,lab
2026-01-27,Tuesday,STU-024,CSE,5,24,236,present,10:00:00,14:33:00,4.55,1,1,1,45.0,1.4,walking,classroom_A
2026-01-27,Tuesday,STU-025,CSE,6,25,227,present,10:11:00,15:28:00,5.28,1,0,1,54.0,0.578,walking,entrance
2026-01-27,Tuesday,STU-026,CSE,4,26,221,present,10:28:00,17:06:00,6.63,1,0,1,72.1,0.42,standing,entrance
2026-01-27,Tuesday,STU-027,CSE,1,27,296,present,08:15:00,15:00:00,6.75,0,0,1,23.7,1.733,walking,entrance
2026-01-27,Tuesday,STU-028,CSE,5,28,247,present,10:59:00,16:38:00,5.65,1,0,1,45.8,1.323,walking,classroom_B
2026-01-27,Tuesday,STU-029,CSE,4,29,212,present,09:12:00,16:55:00,7.72,0,0,1,39.8,0.305,standing,lab
2026-01-27,Tuesday,STU-030,CSE,7,30,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-27,Tuesday,STU-031,EEE,8,31,287,present,09:30:00,15:23:00,5.88,0,0,1,47.1,1.288,walking,lab
2026-01-27,Tuesday,STU-032,EEE,3,32,286,present,10:01:00,15:51:00,5.83,1,0,1,64.1,0.966,walking,lab
2026-01-27,Tuesday,STU-033,EEE,6,33,212,present,10:59:00,16:42:00,5.72,1,0,1,71.4,1.401,walking,classroom_B
2026-01-27,Tuesday,STU-034,CSE,5,34,270,present,08:04:00,15:19:00,7.25,0,0,1,69.9,1.781,walking,lab
2026-01-27,Tuesday,STU-035,CSE,3,35,255,present,09:15:00,17:44:00,8.48,1,0,1,25.4,1.79,walking,entrance
2026-01-27,Tuesday,STU-036,CSE,4,36,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-27,Tuesday,STU-037,CSE,8,37,268,present,09:21:00,17:07:00,7.77,0,0,1,59.9,1.25,walking,lab
2026-01-27,Tuesday,STU-038,BBA,5,38,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-27,Tuesday,STU-039,CSE,4,39,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-27,Tuesday,STU-040,EEE,1,40,282,present,09:29:00,17:46:00,8.28,0,0,1,42.9,1.478,walking,lab
2026-01-27,Tuesday,STU-041,CSE,1,41,273,present,09:07:00,13:47:00,4.67,1,1,1,76.5,0.852,walking,classroom_B
2026-01-27,Tuesday,STU-042,EEE,7,42,246,present,09:37:00,16:27:00,6.83,1,0,1,39.2,1.496,walking,classroom_A
2026-01-27,Tuesday,STU-043,EEE,2,43,237,present,09:00:00,16:20:00,7.33,0,0,1,28.7,1.556,walking,lab
2026-01-27,Tuesday,STU-044,CSE,6,44,290,present,08:19:00,17:44:00,9.42,0,0,1,27.4,1.161,walking,classroom_A
2026-01-27,Tuesday,STU-045,CSE,8,45,228,present,09:04:00,15:54:00,6.83,0,0,1,64.0,1.351,walking,entrance
2026-01-27,Tuesday,STU-046,BBA,8,46,202,present,09:09:00,17:58:00,8.82,0,0,1,70.9,1.122,walking,classroom_B
2026-01-27,Tuesday,STU-047,CSE,5,47,224,present,09:12:00,14:18:00,5.1,0,1,1,61.8,1.352,walking,lab
2026-01-27,Tuesday,STU-048,CSE,4,48,273,present,08:27:00,16:29:00,8.03,0,0,1,59.3,0.506,walking,lab
2026-01-27,Tuesday,STU-049,CSE,5,49,213,present,08:23:00,16:46:00,8.38,0,0,1,71.4,1.317,walking,classroom_A
2026-01-27,Tuesday,STU-050,CSE,7,50,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-28,Wednesday,STU-001,CSE,1,1,283,present,10:30:00,15:07:00,4.62,1,0,1,78.8,0.808,walking,lab
2026-01-28,Wednesday,STU-002,EEE,4,2,222,present,08:03:00,16:19:00,8.27,0,0,1,61.3,1.279,walking,lab
2026-01-28,Wednesday,STU-003,CSE,3,3,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-28,Wednesday,STU-004,CSE,2,4,214,present,09:08:00,16:23:00,7.25,0,0,1,20.7,0.424,standing,lab
2026-01-28,Wednesday,STU-005,CSE,7,5,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-28,Wednesday,STU-006,CSE,1,6,249,present,09:08:00,15:50:00,6.7,0,0,1,55.6,1.026,walking,lab
2026-01-28,Wednesday,STU-007,CSE,4,7,268,present,08:12:00,15:25:00,7.22,0,0,1,53.4,1.475,walking,lab
2026-01-28,Wednesday,STU-008,CSE,1,8,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-28,Wednesday,STU-009,CSE,4,9,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-28,Wednesday,STU-010,CSE,7,10,257,present,08:05:00,17:11:00,9.1,0,0,1,20.3,1.501,walking,entrance
2026-01-28,Wednesday,STU-011,CSE,8,11,264,present,08:17:00,15:05:00,6.8,0,0,1,78.8,0.748,walking,classroom_A
2026-01-28,Wednesday,STU-012,CSE,5,12,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-28,Wednesday,STU-013,CSE,3,13,240,present,09:21:00,15:36:00,6.25,0,0,1,49.4,1.084,walking,classroom_B
2026-01-28,Wednesday,STU-014,BBA,6,14,227,present,08:07:00,13:19:00,5.2,0,1,1,71.4,1.736,walking,classroom_A
2026-01-28,Wednesday,STU-015,EEE,3,15,220,present,09:02:00,16:24:00,7.37,0,0,1,59.0,0.9,walking,entrance
2026-01-28,Wednesday,STU-016,CSE,6,16,281,present,08:17:00,17:46:00,9.48,0,0,1,36.2,1.345,walking,classroom_A
2026-01-28,Wednesday,STU-017,CSE,2,17,203,present,08:13:00,16:50:00,8.62,0,0,1,46.0,1.746,walking,classroom_A
2026-01-28,Wednesday,STU-018,BBA,2,18,299,present,10:04:00,15:23:00,5.32,1,0,1,74.6,0.71,walking,classroom_A
2026-01-28,Wednesday,STU-019,EEE,6,19,239,present,08:12:00,15:11:00,6.98,0,0,1,51.6,1.183,walking,lab
2026-01-28,Wednesday,STU-020,CSE,5,20,240,present,09:17:00,15:57:00,6.67,0,0,1,22.9,1.72,walking,lab
2026-01-28,Wednesday,STU-021,CSE,8,21,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-28,Wednesday,STU-022,CSE,2,22,291,present,09:15:00,16:00:00,6.75,0,0,1,61.2,0.533,walking,classroom_A
2026-01-28,Wednesday,STU-023,BBA,2,23,258,present,09:22:00,17:38:00,8.27,0,0,1,45.1,0.575,walking,classroom_B
2026-01-28,Wednesday,STU-024,CSE,5,24,211,present,09:16:00,15:19:00,6.05,0,0,1,58.1,1.721,walking,lab
2026-01-28,Wednesday,STU-025,CSE,6,25,210,present,08:23:00,15:10:00,6.78,0,0,1,54.5,1.415,walking,lab
2026-01-28,Wednesday,STU-026,CSE,4,26,289,present,08:15:00,17:43:00,9.47,0,0,1,73.3,0.487,standing,entrance
2026-01-28,Wednesday,STU-027,CSE,1,27,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-28,Wednesday,STU-028,CSE,5,28,267,present,09:07:00,17:58:00,8.85,0,0,1,69.4,1.326,walking,entrance
2026-01-28,Wednesday,STU-029,CSE,4,29,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-28,Wednesday,STU-030,CSE,7,30,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-28,Wednesday,STU-031,EEE,8,31,221,present,09:32:00,15:27:00,5.92,1,0,1,49.7,0.86,walking,entrance
2026-01-28,Wednesday,STU-032,EEE,3,32,294,present,08:09:00,16:16:00,8.12,0,0,1,32.8,1.247,walking,lab
2026-01-28,Wednesday,STU-033,EEE,6,33,245,present,08:29:00,17:54:00,9.42,0,0,1,49.3,0.309,standing,lab
2026-01-28,Wednesday,STU-034,CSE,5,34,210,present,09:25:00,15:27:00,6.03,1,0,1,49.5,1.094,walking,classroom_A
2026-01-28,Wednesday,STU-035,CSE,3,35,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-28,Wednesday,STU-036,CSE,4,36,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-28,Wednesday,STU-037,CSE,8,37,256,present,09:13:00,17:51:00,8.63,0,0,1,36.2,1.284,walking,lab
2026-01-28,Wednesday,STU-038,BBA,5,38,205,present,09:28:00,15:07:00,5.65,0,0,1,31.4,0.501,walking,lab
2026-01-28,Wednesday,STU-039,CSE,4,39,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-28,Wednesday,STU-040,EEE,1,40,291,present,09:03:00,17:31:00,8.47,0,0,1,68.0,0.491,standing,lab
2026-01-28,Wednesday,STU-041,CSE,1,41,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-28,Wednesday,STU-042,EEE,7,42,298,present,09:50:00,13:22:00,3.53,1,1,1,50.0,1.327,walking,entrance
2026-01-28,Wednesday,STU-043,EEE,2,43,254,present,08:13:00,16:31:00,8.3,0,0,1,25.0,0.672,walking,classroom_A
2026-01-28,Wednesday,STU-044,CSE,6,44,254,present,08:27:00,17:15:00,8.8,0,0,1,60.0,0.598,walking,entrance
2026-01-28,Wednesday,STU-045,CSE,8,45,224,present,09:14:00,16:02:00,6.8,1,0,1,36.4,1.694,walking,lab
2026-01-28,Wednesday,STU-046,BBA,8,46,228,present,09:13:00,17:40:00,8.45,0,0,1,78.8,0.804,walking,lab
2026-01-28,Wednesday,STU-047,CSE,5,47,240,present,09:17:00,16:45:00,7.47,1,0,1,45.1,1.643,walking,classroom_A
2026-01-28,Wednesday,STU-048,CSE,4,48,232,present,08:09:00,17:06:00,8.95,0,0,1,45.9,1.722,walking,classroom_B
2026-01-28,Wednesday,STU-049,CSE,5,49,267,present,08:10:00,16:47:00,8.62,0,0,1,66.7,1.207,walking,classroom_A
2026-01-28,Wednesday,STU-050,CSE,7,50,283,present,08:04:00,17:07:00,9.05,0,0,1,22.5,1.526,walking,classroom_A
2026-01-29,Thursday,STU-001,CSE,1,1,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-29,Thursday,STU-002,EEE,4,2,224,present,09:24:00,17:09:00,7.75,0,0,1,22.6,0.927,walking,classroom_B
2026-01-29,Thursday,STU-003,CSE,3,3,255,present,09:28:00,17:45:00,8.28,0,0,1,27.0,0.402,standing,lab
2026-01-29,Thursday,STU-004,CSE,2,4,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-29,Thursday,STU-005,CSE,7,5,224,present,08:09:00,13:50:00,5.68,0,1,1,78.3,1.411,walking,lab
2026-01-29,Thursday,STU-006,CSE,1,6,249,present,08:05:00,17:24:00,9.32,0,0,1,53.7,0.901,walking,classroom_B
2026-01-29,Thursday,STU-007,CSE,4,7,292,present,08:28:00,17:29:00,9.02,0,0,1,50.2,1.088,walking,classroom_B
2026-01-29,Thursday,STU-008,CSE,1,8,281,present,08:05:00,17:15:00,9.17,0,0,1,37.5,0.522,walking,classroom_B
2026-01-29,Thursday,STU-009,CSE,4,9,280,present,08:26:00,15:00:00,6.57,0,0,1,58.9,1.208,walking,classroom_B
2026-01-29,Thursday,STU-010,CSE,7,10,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-29,Thursday,STU-011,CSE,8,11,245,present,10:20:00,17:52:00,7.53,1,0,1,20.6,0.629,walking,classroom_B
2026-01-29,Thursday,STU-012,CSE,5,12,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-29,Thursday,STU-013,CSE,3,13,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-29,Thursday,STU-014,BBA,6,14,226,present,10:41:00,17:40:00,6.98,1,0,1,56.3,1.525,walking,classroom_A
2026-01-29,Thursday,STU-015,EEE,3,15,218,present,09:04:00,17:46:00,8.7,0,0,1,46.0,1.653,walking,entrance
2026-01-29,Thursday,STU-016,CSE,6,16,202,present,08:06:00,17:11:00,9.08,0,0,1,58.9,0.765,walking,classroom_A
2026-01-29,Thursday,STU-017,CSE,2,17,251,present,09:04:00,16:58:00,7.9,1,0,1,58.7,0.45,standing,classroom_A
2026-01-29,Thursday,STU-018,BBA,2,18,205,present,09:12:00,13:48:00,4.6,0,1,1,69.8,0.498,standing,entrance
2026-01-29,Thursday,STU-019,EEE,6,19,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-29,Thursday,STU-020,CSE,5,20,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-29,Thursday,STU-021,CSE,8,21,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-29,Thursday,STU-022,CSE,2,22,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-29,Thursday,STU-023,BBA,2,23,207,present,10:52:00,16:30:00,5.63,1,0,1,29.3,1.115,walking,classroom_B
2026-01-29,Thursday,STU-024,CSE,5,24,218,present,08:17:00,17:56:00,9.65,0,0,1,70.2,0.302,standing,classroom_A
2026-01-29,Thursday,STU-025,CSE,6,25,291,present,10:14:00,17:24:00,7.17,1,0,1,61.2,1.534,walking,entrance
2026-01-29,Thursday,STU-026,CSE,4,26,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-29,Thursday,STU-027,CSE,1,27,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-29,Thursday,STU-028,CSE,5,28,219,present,09:29:00,15:57:00,6.47,0,0,1,22.6,0.567,walking,classroom_B
2026-01-29,Thursday,STU-029,CSE,4,29,263,present,10:39:00,16:56:00,6.28,1,0,1,26.2,1.293,walking,classroom_B
2026-01-29,Thursday,STU-030,CSE,7,30,240,present,09:55:00,15:49:00,5.9,1,0,1,59.4,0.522,walking,lab
2026-01-29,Thursday,STU-031,EEE,8,31,241,present,08:03:00,17:17:00,9.23,0,0,1,28.7,1.792,walking,classroom_A
2026-01-29,Thursday,STU-032,EEE,3,32,217,present,09:22:00,17:50:00,8.47,0,0,1,58.2,1.503,walking,classroom_A
2026-01-29,Thursday,STU-033,EEE,6,33,291,present,09:17:00,15:24:00,6.12,0,0,1,25.0,0.933,walking,classroom_A
2026-01-29,Thursday,STU-034,CSE,5,34,244,present,09:23:00,15:58:00,6.58,1,0,1,26.6,0.841,walking,classroom_A
2026-01-29,Thursday,STU-035,CSE,3,35,215,present,09:07:00,15:03:00,5.93,0,0,1,64.8,1.743,walking,classroom_A
2026-01-29,Thursday,STU-036,CSE,4,36,276,present,09:01:00,17:37:00,8.6,0,0,1,24.4,1.606,walking,entrance
2026-01-29,Thursday,STU-037,CSE,8,37,260,present,08:18:00,16:09:00,7.85,0,0,1,65.9,1.415,walking,classroom_B
2026-01-29,Thursday,STU-038,BBA,5,38,277,present,08:09:00,15:56:00,7.78,0,0,1,58.5,1.427,walking,classroom_A
2026-01-29,Thursday,STU-039,CSE,4,39,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-29,Thursday,STU-040,EEE,1,40,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-29,Thursday,STU-041,CSE,1,41,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-29,Thursday,STU-042,EEE,7,42,216,present,09:29:00,15:33:00,6.07,0,0,1,42.7,1.415,walking,lab
2026-01-29,Thursday,STU-043,EEE,2,43,251,present,09:52:00,16:20:00,6.47,1,0,1,59.2,1.541,walking,classroom_A
2026-01-29,Thursday,STU-044,CSE,6,44,242,present,09:03:00,16:38:00,7.58,0,0,1,66.7,0.342,standing,classroom_B
2026-01-29,Thursday,STU-045,CSE,8,45,204,present,08:24:00,15:35:00,7.18,0,0,1,32.1,0.661,walking,entrance
2026-01-29,Thursday,STU-046,BBA,8,46,245,present,09:01:00,13:19:00,4.3,0,1,1,20.5,1.428,walking,lab
2026-01-29,Thursday,STU-047,CSE,5,47,294,present,09:04:00,15:21:00,6.28,0,0,1,44.4,1.055,walking,classroom_A
2026-01-29,Thursday,STU-048,CSE,4,48,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-29,Thursday,STU-049,CSE,5,49,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-01-29,Thursday,STU-050,CSE,7,50,287,present,08:28:00,17:14:00,8.77,0,0,1,73.1,1.281,walking,classroom_A
2026-02-01,Sunday,STU-001,CSE,1,1,255,present,09:14:00,16:18:00,7.07,0,0,1,41.6,0.36,standing,lab
2026-02-01,Sunday,STU-002,EEE,4,2,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-02-01,Sunday,STU-003,CSE,3,3,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-02-01,Sunday,STU-004,CSE,2,4,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-02-01,Sunday,STU-005,CSE,7,5,240,present,09:17:00,15:31:00,6.23,0,0,1,25.6,0.555,walking,classroom_B
2026-02-01,Sunday,STU-006,CSE,1,6,232,present,08:02:00,16:16:00,8.23,0,0,1,79.2,1.445,walking,lab
2026-02-01,Sunday,STU-007,CSE,4,7,279,present,10:02:00,16:25:00,6.38,1,0,1,44.5,1.676,walking,classroom_A
2026-02-01,Sunday,STU-008,CSE,1,8,287,present,09:11:00,14:32:00,5.35,0,1,1,47.0,0.364,standing,entrance
2026-02-01,Sunday,STU-009,CSE,4,9,251,present,08:04:00,16:24:00,8.33,0,0,1,29.5,1.581,walking,classroom_A
2026-02-01,Sunday,STU-010,CSE,7,10,293,present,10:29:00,16:06:00,5.62,1,0,1,25.1,0.463,standing,lab
2026-02-01,Sunday,STU-011,CSE,8,11,260,present,09:10:00,16:13:00,7.05,0,0,1,62.1,0.471,standing,lab
2026-02-01,Sunday,STU-012,CSE,5,12,246,present,08:10:00,17:49:00,9.65,0,0,1,42.8,1.484,walking,lab
2026-02-01,Sunday,STU-013,CSE,3,13,235,present,10:17:00,15:05:00,4.8,1,0,1,28.5,0.908,walking,classroom_B
2026-02-01,Sunday,STU-014,BBA,6,14,254,present,08:21:00,15:53:00,7.53,0,0,1,23.2,0.813,walking,classroom_B
2026-02-01,Sunday,STU-015,EEE,3,15,288,present,09:17:00,15:44:00,6.45,0,0,1,46.2,1.155,walking,entrance
2026-02-01,Sunday,STU-016,CSE,6,16,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-02-01,Sunday,STU-017,CSE,2,17,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-02-01,Sunday,STU-018,BBA,2,18,240,present,09:00:00,16:59:00,7.98,0,0,1,28.8,0.47,standing,lab
2026-02-01,Sunday,STU-019,EEE,6,19,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-02-01,Sunday,STU-020,CSE,5,20,224,present,09:20:00,15:02:00,5.7,0,0,1,33.1,0.93,walking,classroom_A
2026-02-01,Sunday,STU-021,CSE,8,21,202,present,08:21:00,15:23:00,7.03,0,0,1,68.8,0.753,walking,classroom_B
2026-02-01,Sunday,STU-022,CSE,2,22,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-02-01,Sunday,STU-023,BBA,2,23,297,present,09:11:00,17:27:00,8.27,0,0,1,51.4,0.804,walking,classroom_A
2026-02-01,Sunday,STU-024,CSE,5,24,287,present,08:17:00,16:54:00,8.62,0,0,1,59.6,0.956,walking,classroom_B
2026-02-01,Sunday,STU-025,CSE,6,25,0,absent,,,0.0,0,0,0,0.0,0.0,,
2026-02-01,Sunday,STU-026,CSE,4,26,263,present,09:05:00,17:59:00,8.9,1,0,1,44.7,1.425,walking,entrance
2026-02-01,Sunday,STU-027,CSE,1,27,248,present,09:27:00,15:49:00,6.37,0,0,1,47.3,0.472,standing,lab
2026-02-01,Sunday,STU-028,CSE,5,28,250,present,09:13:00,17:45:00,8.53,0,0,1,67.1,0.311,standing,classroom_B
2026-02-01,Sunday,STU-029,CSE,4,29,253,present,09:09:00,16:43:00,7.57,0,0,1,34.5,0.349,standing,entrance
2026-02-01,Sunday,STU-030,CSE,7,30,250,present,09:10:00,17:27:00,8.28,0,0,1,34.5,0.589,walking,lab
2026-02-01,Sunday,STU-031,EEE,8,31,240,present,08:30:00,17:11:00,8.68,0,0,1,44.2,1.076,walking,lab
